231,14
388,117
204,186
87,178
166,273
159,306
140,353
30,349
21,381
12,492
124,470
148,513
215,506
178,479
178,382
237,364
258,450
348,304
396,350
431,352
467,269
439,222
457,145
524,183
541,159
541,84
595,27
696,14
890,55
926,61
631,125
693,222
721,222
708,329
648,379
630,440
732,461
788,331
903,420
1030,406
1068,307
1128,429
1192,512
1231,305
536,606
451,538
416,582
365,589
366,493
270,568
252,624
296,643
312,623
160,601
123,645
64,639
85,576
117,548
167,812
25,568
