100,210
184,170
252,172
258,216
207,261
164,264
57,328
120,252
293,330
251,270
224,330
205,421
140,488
292,631
416,267
440,110
531,75
500,149
605,139
510,252
467,275
466,297
510,339
725,382
796,405
856,332
661,430
692,458
713,495
655,517
678,544
689,656
811,730
845,695
870,682
871,613
937,563
960,634
925,737
984,759
994,833
967,891
819,888
768,811
1109,743
1145,700
1068,585
1031,574
1010,550
1029,466
1222,473
1270,604
1222,713
1072,659
1031,668
1124,664
1116,548
1082,484
1049,533
